id,hash,time,timezoneOffset,created,edited,isPublic,isTrack,distance,s,elapsedTime,elevationUp,elevationDown,elevationUpFile,elevationDownFile,altitudeSource,climbScore,percentageHilly,uphillEfficiency,downhillEfficiency,vam,kcal,pulseAvg,pulseMax,recoveryHr,maxHeartRateDropFrom,maxHeartRateDrop,vo2max,vo2maxByTime,vo2maxWithElevation,useVO2max,fitVO2maxEstimate,fitRecoveryTime,fitTrimp,fitHrvAnalysis,fitTrainingEffect,fitAnaerobicTrainingEffect,fitPerformanceCondition,fitPerformanceConditionEnd,fitFtp,fitSweatLoss,fitDeveloperSessionFields,rpe,subjectiveFeeling,trimp,cadence,gap,xPace,xGap,aerobicDecouplingPace,aerobicDecouplingPower,power,powerWithZero,airPower,isPowerCalculated,xPower,xPowerWithZero,wPrimeBalancePowerAvg,wPrimeBalancePowerMin,wPrimeBalancePaceAvg,wPrimeBalancePaceMin,staminaAvg,staminaMin,staminaPotentialAvg,staminaPotentialMin,requiredCriticalPower,requiredCriticalPace,requiredCriticalPaceVo2max,impactLoadFactorAvg,stepSpeedLossAvg,zoneDistributionPace,zoneDistributionHr,zoneDistributionPower,totalStrokes,swolf,wheelSize,poolLength,strideLength,groundcontact,groundcontactBalance,verticalOscillation,verticalRatio,avgImpactGsLeft,avgImpactGsRight,avgBrakingGsLeft,avgBrakingGsRight,avgFootstrikeTypeLeft,avgFootstrikeTypeRight,avgPronationExcursionLeft,avgPronationExcursionRight,avgLegSpringStiffness,avgFormPower,avgRespiratoryRate,avgLeftRightBalance,avgLeftTorqueEffectiveness,avgRightTorqueEffectiveness,avgLeftPedalSmoothness,avgRightPedalSmoothness,avgPlatformCenterOffsetLeft,avgPlatformCenterOffsetRight,avgLeftPowerPhaseStartAngle,avgLeftPowerPhaseEndAngle,avgLeftPowerPhasePeakStartAngle,avgLeftPowerPhasePeakEndAngle,avgRightPowerPhaseStartAngle,avgRightPowerPhaseEndAngle,avgRightPowerPhasePeakStartAngle,avgRightPowerPhasePeakEndAngle,cyclingTotalGrit,cyclingTotalGrit2,cyclingAvgFlow,jumps,percentageRiderPositionSeated,numGearChangeEvents,avgGearRatio,peakEpoc,peakEpocEstimate,temperature,windSpeed,windDeg,humidity,cloudCover,pressure,uvIndex,ozone,isNight,weatherid,weatherSource,routeName,hasTrackdata,isVirtual,splits,splitsCustom,title,partner,notes,creator,creatorDetails,deviceId,source,externalId,lock,sportid,typeid,unique_route_id,accountid,hrv_id,original_file,hrv_avgRR,hrv_rmssd,hrv_sdsd,hrv_sdnn,hrv_sdnn5min,hrv_pnn50,hrv_pnn20,hrv_percentageAnomalies,hrv_dfaA1Avg,hrv_dfaA1Min,hrv_dfaA1Max,hrv_dfaA1PAboveAet,hrv_dfaA1PBelowAnt,hrv_dfaA1PValid,hrv_dfaA1PArtifacts,hrv_estimatedAetPower,hrv_estimatedAetPowerFeasible,hrv_estimatedAetPace,hrv_estimatedAetPaceFeasible,hrv_estimatedAetHr,hrv_estimatedAetHrFeasible,race_officialDistance,race_officialTime,race_officialAscent,race_officialDescent,race_officiallyMeasured,race_name,race_placeTotal,race_placeGender,race_placeAgeclass,race_participantsTotal,race_participantsGender,race_participantsAgeclass,race_priorityLevel,race_status,race_accountid,race_activity_id,race_race_event_id,tags,climbs,equipmentIds
168665336,dd34b5c2-1b69-4fa9-9041-70c14ad95039,1772527203,-480,1772559959,,1,0,9.91,3883,3893,36.0,33.0,48.0,45.0,0,0.0,0.1,,0.97,,559,153.0,169.0,,163.0,14.0,41.21,29.16,41.41,1,49.65,1396.0,128.0,102.0,3.4,0.0,102.0,100.0,,665.0,,9.0,3.0,118,91.0,9.23,9.26,9.29,2.4,4.2,195.0,194.0,,0.0,196.0,196.0,,,,,,,,,198.0,2.48,26.64,,,"55,35,4,5,2,0,0,0,0","0,8,66,25,0","0,72,28,0,0",,,,,84.0,253.0,,73.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,14.0,5.0,247.0,86.0,70.0,1021.0,2.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:43-U0.830|5:46-U0.096|0:30-U0.373|2:30-U0.095|0:30-U0.373|2:30-U0.094|0:30-U0.375|2:30-U0.096|0:30-U0.376|2:30-U0.097|0:30-U0.383|2:30-U0.102|0:30-U0.394|2:30-U0.095|0:30-U0.395|2:30-U0.101|0:30-U1.609|10:22-U1.609|10:26-U0.808|4:55,,San Francisco - easy with 24',,,4574,Garmin Forerunner 570,726.0,3,22049599024.0,0,1181996,1297494.0,,171191,,143071438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168797339,3d6f60f5-adc5-4380-84d7-69452d2ff452,1772612160,-480,1772646946,1772660024.0,1,0,14.73,5233,5512,28.0,27.0,34.0,31.0,0,0.0,0.05,,,,819,163.0,180.0,,157.0,15.0,42.6,33.79,42.7,1,49.75,2736.0,241.0,103.0,4.4,0.5,103.0,101.0,,994.0,,17.0,3.0,192,92.0,10.16,10.28,10.29,5.0,2.9,221.0,220.0,,0.0,224.0,224.0,,,,,,,,,231.0,2.82,31.39,,,"23,28,14,31,4,0,0,0,0","1,5,25,69,0","1,29,70,0,0",,,,,92.0,244.0,,75.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,13.0,16.0,289.0,85.0,84.0,1022.0,1.0,,0.0,4,4.0,San Francisco,1,0,W1.609|10:55-W1.032|6:40-I0.998|5:17-I0.998|6:12-I0.998|5:18-I0.998|6:22-I0.998|5:20-I0.998|6:22-I0.998|5:21-I0.998|6:26-I0.998|5:19-I0.077|0:47-I0.998|5:07-I0.732|4:44-I0.998|5:24-C0.278|1:38,,"San Francisco - 8 x 1km on, 1km off",,,4574,Garmin Forerunner 570,726.0,3,22061513041.0,0,1181996,1297497.0,,171191,,143186569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168933891,1c657c7b-c026-40a2-8d2a-c35b2aad0417,1772699629,-480,1772732900,,1,0,9.87,4081,4089,43.0,40.0,62.0,58.0,0,0.0,0.2,1.04,0.99,,545,148.0,163.0,,161.0,14.0,40.29,27.33,40.52,1,49.73,1591.0,89.0,100.0,3.0,0.0,100.0,97.0,,706.0,,9.0,3.0,112,90.0,8.74,8.72,8.77,2.8,4.1,188.0,187.0,,0.0,189.0,189.0,,,,,,,,,188.0,2.33,24.64,,,"93,7,0,0,0,0,0,0,0","1,7,92,1,0","0,82,17,0,0",,,,,81.0,258.0,,73.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,13.0,14.0,346.0,60.0,0.0,1023.0,2.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:21-U1.609|10:59-U1.609|11:15-U1.609|11:01-U1.609|11:03-U1.609|10:55-U0.214|1:26,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22072883537.0,0,1181996,1297494.0,,171191,,143308013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169067138,16f4abc7-aa0a-4249-821e-b2bb656fa3f1,1772786130,-480,1772818403,,1,0,8.16,3361,3425,43.0,42.0,52.0,50.0,0,0.0,0.15,1.04,0.98,,444,145.0,161.0,,158.0,16.0,41.56,27.06,41.84,1,49.75,1164.0,76.0,102.0,2.9,0.0,102.0,99.0,,582.0,,9.0,3.0,86,89.0,8.78,8.76,8.82,3.8,3.8,186.0,186.0,,0.0,188.0,187.0,,,,,,,,,186.0,2.31,24.42,,,"89,7,1,2,2,0,0,0,0","1,15,84,0,0","2,81,17,0,0",,,,,82.0,258.0,,73.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,14.0,11.0,13.0,46.0,8.0,1022.0,2.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:23-U1.609|10:55-U1.609|11:12-U1.314|9:05-U0.070|0:21-U0.056|0:23-U0.066|0:21-U0.051|0:26-U0.085|0:26-U0.057|0:30-U0.075|0:23-U0.052|0:29-U0.082|0:25-U0.055|0:32-U0.092|0:26-U1.274|8:42,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22083511922.0,0,1181996,1297494.0,,171191,,143426223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169227139,3bfffbcf-5dec-4ed1-aded-76f20d6f095d,1772876820,-480,1772915640,1772917232.0,1,0,24.51,9395,9595,98.0,91.0,137.0,130.0,0,0.0,0.11,1.0,0.98,,1405,168.0,184.0,,174.0,17.0,37.12,32.07,37.31,1,49.78,4320.0,327.0,101.0,5.0,0.0,101.0,98.0,,2101.0,,18.0,1.0,363,90.0,9.43,9.55,9.58,8.9,7.6,198.0,197.0,,0.0,202.0,201.0,,,,,,,,,211.0,2.68,29.42,,,"34,28,35,3,0,0,0,0,0","0,3,11,85,0","3,47,50,0,0",,,,,87.0,252.0,,74.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,21.0,6.0,315.0,33.0,,1021.0,7.0,,0.0,3,5.0,San Francisco,1,0,W1.609|11:19-W0.274|1:54-I1.609|9:17-I0.391|2:16-R0.998|6:26-I1.609|9:19-I0.391|2:14-R0.998|6:30-I1.609|9:30-I0.391|2:15-R0.998|6:30-I1.609|9:34-I0.391|2:15-R0.998|7:09-I1.609|9:24-I0.391|2:11-R0.998|6:51-I1.609|9:32-I0.391|2:19-R0.998|8:31-I1.609|10:59-I0.391|2:36-R0.998|7:03-I1.609|10:38-I0.014|0:05,,"San Francisco - 8 x 2km, 1km",,,4574,Garmin Forerunner 570,726.0,3,22096402786.0,0,1181996,1297500.0,,171191,,143566018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169430737,78156d7a-3d19-49cd-a572-f617f68c4a96,1773043008,-420,1773071636,,1,0,8.09,3357,3380,36.0,40.0,45.0,49.0,0,0.0,0.15,1.02,1.0,,434,139.0,161.0,,138.0,20.0,43.41,26.8,43.62,1,49.78,3037.0,67.0,,2.7,0.0,99.0,101.0,,543.0,,9.0,3.0,75,90.0,8.69,8.69,8.72,4.7,5.6,186.0,185.0,,0.0,187.0,186.0,,,,,,,,,186.0,2.3,24.2,,,"89,10,0,0,0,0,0,0,0","1,50,49,0,0","0,86,14,0,0",,,,,80.0,259.0,,73.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,11.0,5.0,24.0,91.0,70.0,1012.0,1.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:44-U1.609|11:14-U1.609|11:10-U1.609|10:47-U1.609|10:45-U0.042|0:17,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22115651007.0,0,1181996,1297494.0,,171191,,143749161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169563892,0612bd6c-5ebd-4dd6-8800-e90e3b4aeb73,1773129755,-420,1773158222,,1,0,7.79,3104,3152,38.0,41.0,49.0,51.0,0,0.0,0.15,1.05,0.99,,433,148.0,168.0,,158.0,17.0,42.18,28.07,42.41,1,49.85,1728.0,91.0,103.0,3.0,0.0,103.0,101.0,,479.0,,9.0,3.0,84,90.0,9.06,9.07,9.11,5.2,3.6,192.0,192.0,,0.0,194.0,194.0,,,,,,,,,195.0,2.38,25.38,,,"60,33,3,3,0,0,0,0,0","2,10,83,6,0","2,67,31,0,0",,,,,84.0,255.0,,73.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,10.0,7.0,296.0,79.0,31.0,1018.0,0.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:07-U1.609|10:35-U1.609|10:45-U0.379|2:28-U0.111|0:36-U0.051|0:31-U0.094|0:30-U0.068|0:40-U0.101|0:33-U0.045|0:28-U0.100|0:31-U1.609|10:31-U0.401|2:30,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22127604113.0,0,1181996,1297494.0,,171191,,143867948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169716795,45c46c48-a91c-432b-aeb8-79255a705b78,1773215460,-420,1773245640,1773246560.0,1,0,13.5,4873,4880,47.0,49.0,61.0,62.0,0,0.0,0.07,1.01,,,732,157.0,179.0,,174.0,35.0,44.05,32.95,44.23,1,49.98,2448.0,199.0,102.0,4.1,0.1,102.0,103.0,,775.0,,18.0,3.0,163,89.0,9.99,10.37,10.38,7.4,5.6,211.0,208.0,,0.0,219.0,217.0,,,,,,,,,229.0,2.88,32.23,,,"39,10,3,40,9,0,0,0,0","1,21,28,51,0","5,36,59,0,0",,,,,93.0,247.0,,75.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,10.0,5.0,67.0,84.0,5.0,1027.0,1.0,,0.0,2,4.0,San Francisco,1,0,W1.609|11:03-W0.626|4:11-I1.609|8:24-I0.391|2:04-R0.476|4:00-I1.609|8:18-I0.391|2:00-R0.472|4:00-I1.609|8:17-I0.391|1:59-R0.484|4:00-I1.609|8:19-I0.391|1:57-C1.609|11:15-C0.219|1:26,,"San Francisco - 4 x 2km, 4'",,,4574,Garmin Forerunner 570,726.0,3,22139539515.0,0,1181996,1297497.0,,171191,,144004018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169854888,c4132ace-44d8-4d6f-a012-ce15885a2409,1773301624,-420,1773330772,,1,0,9.72,3869,3881,34.0,32.0,46.0,45.0,0,0.0,0.1,1.04,,,525,142.0,160.0,,146.0,16.0,44.51,28.58,44.72,1,50.03,1396.0,88.0,99.0,3.0,0.0,99.0,101.0,,606.0,,9.0,3.0,91,90.0,9.08,9.06,9.1,4.7,5.6,192.0,192.0,,0.0,193.0,193.0,,,,,,,,,193.0,2.41,25.75,,,"63,35,2,0,0,0,0,0,0","1,32,67,0,0","0,82,17,0,0",,,,,84.0,255.0,,74.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,11.0,3.0,230.0,85.0,10.0,1027.0,0.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:04-U1.609|10:43-U1.609|10:57-U1.609|10:31-U1.609|10:26-U1.609|10:23-U0.063|0:26,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22150346804.0,0,1181996,1297494.0,,171191,,144130005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169987347,7f7a98e7-06fd-4607-b5b5-dbfb4b721177,1773390881,-420,1773419484,,1,0,8.22,3286,3351,35.0,34.0,46.0,45.0,0,0.0,0.15,1.05,0.99,,451,144.0,165.0,,158.0,19.0,43.51,28.07,43.74,1,50.1,1164.0,86.0,103.0,3.0,0.0,103.0,100.0,,535.0,,9.0,3.0,81,89.0,9.04,9.05,9.09,2.1,0.8,192.0,190.0,,0.0,193.0,192.0,,,,,,,,,192.0,2.41,25.68,,,"61,32,2,1,2,1,0,0,0","1,15,83,1,0","3,73,24,0,0",,,,,84.0,257.0,,73.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,12.0,3.0,169.0,87.0,68.0,1021.0,1.0,,0.0,4,4.0,San Francisco,1,0,U1.609|11:15-U1.609|10:37-U1.609|10:48-U0.434|2:47-U0.078|0:23-U0.052|0:29-U0.087|0:28-U0.060|0:36-U0.087|0:25-U0.055|0:33-U0.153|0:43-U0.069|0:44-U0.095|0:27-U1.609|10:41-U0.614|3:51,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22161423595.0,0,1181996,1297494.0,,171191,,144247477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170126799,f8ec4215-9e0d-4e40-a7b0-e610cb2bc959,1773477480,-420,1773512961,1773513115.0,1,0,27.37,9919,10005,52.0,64.0,76.0,92.0,0,0.0,0.04,,,,1507,162.0,176.0,,167.0,14.0,41.95,34.55,42.03,1,50.09,4326.0,306.0,100.0,5.0,0.0,100.0,99.0,,1787.0,,17.0,3.0,347,92.0,9.93,9.96,9.96,0.2,0.4,207.0,207.0,,0.0,208.0,208.0,,,,,,,,,215.0,2.75,30.4,,,"8,44,44,3,0,0,0,0,0","0,1,27,72,0","0,26,73,0,0",,,,,90.0,246.0,,75.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,13.0,8.0,278.0,74.0,14.0,1019.0,2.0,,0.0,2,4.0,,1,0,W1.609|10:36-I1.609|9:54-I1.609|9:57-I1.609|10:01-I1.609|10:06-I1.609|9:54-I1.609|9:41-I1.609|9:44-I1.609|9:39-I1.609|9:38-I1.609|9:44-I1.609|9:34-I1.609|9:33-I1.609|9:28-I1.609|9:19-I1.609|9:22-I1.609|9:03-I0.023|0:08,,San Mateo County ラン,,,4574,Garmin Forerunner 570,726.0,3,22173788244.0,0,1181996,1297500.0,,171191,,144375362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170366724,7a923fbe-29a4-4520-9648-fa10427f63a7,1773649834,-420,1773678272,,1,0,7.38,3127,3179,37.0,35.0,49.0,46.0,0,0.0,0.22,1.03,0.99,,395,135.0,153.0,,152.0,13.0,43.82,25.96,44.1,1,50.08,1429.0,57.0,,2.5,0.0,98.0,100.0,,559.0,,7.0,3.0,66,89.0,8.54,8.52,8.57,4.6,4.8,183.0,182.0,,0.0,184.0,183.0,,,,,,,,,183.0,2.24,23.46,,,"94,6,0,0,0,0,0,0,0","1,67,32,0,0","0,88,12,0,0",,,,,80.0,262.0,,74.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,13.0,,0.0,74.0,,1018.0,0.0,,0.0,3,5.0,San Francisco,1,0,U1.609|11:50-U1.609|11:28-U1.609|11:19-U1.609|11:08-U0.946|6:22,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22193281920.0,0,1181996,1297494.0,,171191,,144595346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170504002,783e42cd-5330-4ac4-bb92-2e7513f71ec4,1773735028,-420,1773764529,,1,0,9.15,3900,3951,61.0,62.0,72.0,72.0,0,0.1,0.29,1.0,1.0,,495,139.0,163.0,84.0,160.0,22.0,42.0,26.19,42.34,1,50.09,1048.0,73.0,100.0,2.8,0.0,100.0,99.0,,711.0,,9.0,2.0,88,87.0,8.49,8.48,8.55,3.2,0.9,183.0,182.0,,0.0,185.0,184.0,,,,,,,,,191.0,2.27,23.83,,,"92,6,1,1,1,0,0,0,0","1,54,44,0,0","1,81,18,0,0",,,,,81.0,262.0,,74.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,16.0,4.0,0.0,78.0,4.0,1017.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:43-U1.609|11:15-U1.609|11:22-U1.609|11:21-U0.552|4:17-U0.102|0:31-U0.048|0:29-U0.097|0:31-U1.609|11:31-U0.304|2:00,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22204629111.0,0,1181996,1297494.0,,171191,,144720630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170640449,6ff74fe6-646f-46c5-afc1-715f76655435,1773818340,-420,1773850228,1773850297.0,1,0,17.62,6287,6373,49.0,53.0,71.0,74.0,0,0.0,0.11,1.01,0.93,,974,162.0,179.0,,179.0,22.0,42.76,34.12,42.9,1,50.16,3456.0,261.0,102.0,4.7,0.0,102.0,101.0,,1167.0,,18.0,3.0,226,91.0,10.11,10.3,10.32,5.5,5.9,212.0,212.0,,0.0,216.0,216.0,,,,,,,,,225.0,2.89,32.38,,,"30,18,8,44,1,0,0,0,0","1,11,21,68,0","2,34,64,0,0",,,,,92.0,246.0,,76.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,15.0,8.0,337.0,84.0,2.0,1017.0,1.0,,0.0,2,4.0,San Francisco,1,0,W1.609|11:28-W0.692|4:49-I1.609|8:41-I0.391|2:06-R0.998|6:31-I1.609|8:38-I0.391|2:05-R0.998|6:27-I1.609|8:32-I0.391|2:05-R0.998|6:27-I1.609|8:40-I0.391|2:03-R0.998|6:28-I1.609|8:30-I0.391|2:03-C1.320|9:14,,"San Francisco - 5 x 2km, 1km",,,4574,Garmin Forerunner 570,726.0,3,22216233386.0,0,1181996,1297497.0,,171191,,144848107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170773574,bf00e19c-b43c-48c8-b4eb-810dcefb1403,1773906672,-420,1773935406,,1,0,8.44,3437,3482,37.0,36.0,45.0,44.0,0,0.0,0.14,1.02,0.94,,471,145.0,167.0,,146.0,17.0,42.15,27.51,42.39,1,50.16,1971.0,84.0,101.0,3.0,0.0,101.0,99.0,,583.0,,9.0,3.0,87,90.0,8.87,8.86,8.9,6.0,7.2,189.0,188.0,,0.0,190.0,190.0,,,,,,,,,188.0,2.35,24.86,,,"82,16,1,0,0,0,0,0,0","1,17,80,3,0","0,84,15,0,0",,,,,82.0,258.0,,74.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,14.0,4.0,350.0,78.0,3.0,1019.0,0.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:21-U1.609|10:53-U1.609|10:51-U1.609|10:37-U1.609|10:57-U0.397|2:38,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22227611862.0,0,1181996,1297494.0,,171191,,144966758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170899977,bf65d593-75dc-4b50-ad61-a40416dee171,1773994914,-420,1774023751,,1,0,8.37,3546,3568,39.0,38.0,47.0,47.0,0,0.0,0.11,1.02,1.02,,477,151.0,163.0,,160.0,18.0,38.08,26.21,38.3,1,50.11,1257.0,84.0,100.0,2.9,0.0,100.0,94.0,,646.0,,9.0,2.0,99,88.0,8.54,8.55,8.57,6.8,6.7,182.0,181.0,,0.0,183.0,182.0,,,,,,,,,182.0,2.26,23.68,,,"93,6,0,0,0,0,0,0,0","1,8,89,2,0","2,86,11,0,0",,,,,80.0,261.0,,73.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,18.0,5.0,83.0,73.0,0.0,1015.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:20-U1.609|11:04-U1.609|11:15-U1.609|11:16-U1.609|11:38-U0.325|2:33,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22239354771.0,0,1181996,1297494.0,,171191,,145081787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171031109,6daaa418-52d3-4c72-aa92-2f97a2726234,1774081980,-420,1774116667,1774118260.0,1,0,26.17,9330,9376,38.0,54.0,56.0,74.0,0,0.0,0.04,,,,1459,167.0,181.0,,181.0,47.0,40.96,35.13,41.0,1,50.14,4320.0,351.0,99.0,5.0,0.0,99.0,100.0,,1865.0,,19.0,3.0,360,92.0,10.09,10.22,10.21,5.6,4.1,212.0,211.0,,0.0,215.0,215.0,,,,,,,,,225.0,2.83,31.54,,,"19,16,46,20,0,0,0,0,0","0,2,12,85,0","2,26,72,0,0",,,,,91.0,245.0,,75.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,18.0,3.0,321.0,66.0,74.0,1015.0,2.0,,0.0,4,4.0,,1,0,W1.609|10:44-W0.039|0:16-I1.609|9:03-I1.390|7:46-R0.998|6:25-I1.609|9:05-I1.390|7:47-R0.998|6:26-I1.609|9:06-I1.390|7:42-R0.998|6:27-I1.609|9:00-I1.390|7:46-R0.998|6:26-I1.609|9:00-I1.390|7:49-R0.998|7:13-I1.609|9:00-I1.390|7:46-C1.519|10:43,,"San Mateo County - 6 x 3 km, 1km",,,4574,Garmin Forerunner 570,726.0,3,22252314385.0,0,1181996,1297500.0,,171191,,145200280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171257265,ed59af1a-a2b9-4669-aa34-331348a53bc8,1774252518,-420,1774281619,,1,0,8.17,3459,3565,41.0,39.0,49.0,48.0,0,0.0,0.15,1.07,0.98,,443,140.0,161.0,,156.0,18.0,41.98,26.18,42.25,1,50.12,1235.0,66.0,102.0,2.6,0.0,102.0,97.0,,547.0,,7.0,3.0,81,90.0,8.53,8.51,8.58,3.2,3.5,183.0,182.0,,0.0,184.0,184.0,,,,,,,,,183.0,2.25,23.61,,,"96,4,0,0,0,0,0,0,0","1,42,57,0,0","1,88,12,0,0",,,,,79.0,259.0,,72.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,12.0,6.0,223.0,81.0,21.0,1018.0,1.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:28-U1.609|11:20-U1.609|11:46-U1.609|11:18-U1.609|10:58-U0.123|0:49,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22272627321.0,0,1181996,1297494.0,,171191,,145403300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171399580,7b64fc67-c1f8-45cd-9b60-f79db629f774,1774339042,-420,1774367857,,1,0,8.08,3244,3322,43.0,40.0,47.0,42.0,0,0.0,0.12,1.08,0.97,,454,149.0,168.0,,161.0,14.0,41.42,27.89,41.71,1,50.14,1222.0,96.0,102.0,3.1,0.0,102.0,98.0,,542.0,,9.0,3.0,90,90.0,9.01,9.01,9.07,2.9,2.1,192.0,191.0,,0.0,193.0,193.0,,,,,,,,,194.0,2.37,25.23,,,"79,16,2,2,2,0,0,0,0","1,9,78,12,0","1,78,21,0,0",,,,,83.0,256.0,,74.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,3.0,157.0,65.0,0.0,1018.0,0.0,,0.0,2,4.0,San Francisco,1,0,U1.609|11:14-U1.609|10:57-U1.609|11:05-U0.147|1:00-U0.092|0:28-U0.101|0:40-U0.093|0:28-U0.098|0:40-U0.093|0:30-U0.308|2:02-U0.097|0:30-U0.303|2:00-U0.117|0:35-U1.609|10:42-U0.194|1:15,,San Francisco ラン,,,4574,Garmin Forerunner 570,726.0,3,22284477834.0,0,1181996,1297494.0,,171191,,145531814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171547360,9e75c037-d016-4c75-bf3f-8fd11ff7416b,1774424520,-420,1774455139,1774455226.0,1,0,14.44,5190,5275,39.0,36.0,60.0,57.0,0,0.0,0.06,1.03,0.94,,795,163.0,183.0,,182.0,28.0,41.99,33.28,42.14,1,50.18,2880.0,257.0,102.0,4.5,1.0,102.0,101.0,,890.0,,19.0,3.0,190,90.0,10.04,10.46,10.49,8.9,6.3,211.0,209.0,,0.0,221.0,220.0,,,,,,,,,235.0,2.93,33.0,,,"43,9,1,30,17,1,0,0,0","1,7,34,49,9","6,38,56,0,0",,,,,93.0,243.0,,74.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,14.0,6.0,226.0,79.0,37.0,1019.0,1.0,,0.0,2,4.0,San Francisco,1,0,W1.609|11:10-W0.824|5:37-I1.609|8:15-I1.390|7:09-R0.513|4:00-I1.609|8:11-I0.391|1:58-R0.505|4:00-I1.609|8:05-I0.391|1:57-R0.483|4:00-I0.998|4:44-C1.609|11:43-C0.879|5:40,,San Francisco - 3-2-2-1 km,,,4574,Garmin Forerunner 570,726.0,3,22296299599.0,0,1181996,1297496.0,,171191,,145667167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
